"","StartAge","MatAge","DeathAge","PolicyCost","isEarlyDeath","GrossProfit"
"1394",31,60,46,29166.4308372293,1,29166.4308372293
"1395",37,60,84,39524.46598779,0,-248475.53401221
"1396",35,60,97,35701.233109925,0,-408298.766890075
"1397",30,60,92,27735.0538552814,0,-356264.946144719
"1398",40,60,78,46090.6109814258,0,-169909.389018574
"1399",28,60,83,25084.8662777387,0,-250915.133722261
"1400",28,60,87,25084.8662777387,0,-298915.133722261
"1401",27,60,68,23858.5741941828,0,-72141.4258058172
"1402",34,60,88,33936.5730090924,0,-302063.426990908
"1403",35,60,92,35701.233109925,0,-348298.766890075
"1404",39,60,92,43781.6922550225,0,-340218.307744977
"1405",34,60,88,33936.5730090924,0,-302063.426990908
"1406",30,60,88,27735.0538552814,0,-308264.946144719
"1407",28,60,73,25084.8662777387,0,-130915.133722261
"1408",30,60,81,27735.0538552814,0,-224264.946144719
"1409",31,60,89,29166.4308372293,0,-318833.569162771
"1410",29,60,78,26375.7729182613,0,-189624.227081739
"1411",26,60,72,22693.5934864521,0,-121306.406513548
"1412",28,60,52,25084.8662777387,1,25084.8662777387
"1413",30,60,90,27735.0538552814,0,-332264.946144719
"1414",28,60,81,25084.8662777387,0,-226915.133722261
"1415",31,60,87,29166.4308372293,0,-294833.569162771
"1416",29,60,81,26375.7729182613,0,-225624.227081739
"1417",34,60,43,33936.5730090924,1,33936.5730090924
"1418",29,60,76,26375.7729182613,0,-165624.227081739
"1419",29,60,77,26375.7729182613,0,-177624.227081739
"1420",34,60,84,33936.5730090924,0,-254063.426990908
"1421",29,60,81,26375.7729182613,0,-225624.227081739
"1422",37,60,73,39524.46598779,0,-116475.53401221
"1423",40,60,93,46090.6109814258,0,-349909.389018574
"1424",31,60,84,29166.4308372293,0,-258833.569162771
"1425",26,60,66,22693.5934864521,0,-49306.4065135479
"1426",39,60,66,43781.6922550225,0,-28218.3077449775
"1427",39,60,86,43781.6922550225,0,-268218.307744977
"1428",39,60,92,43781.6922550225,0,-340218.307744977
"1429",35,60,92,35701.233109925,0,-348298.766890075
"1430",34,60,69,33936.5730090924,0,-74063.4269909076
"1431",25,60,31,21586.579096464,1,21586.579096464
"1432",33,60,58,32262.692948038,1,32262.692948038
"1433",28,60,72,25084.8662777387,0,-118915.133722261
"1434",26,60,77,22693.5934864521,0,-181306.406513548
"1435",35,60,81,35701.233109925,0,-216298.766890075
"1436",36,60,87,37561.7922776187,0,-286438.207722381
"1437",35,60,88,35701.233109925,0,-300298.766890075
"1438",38,60,89,41595.5273390858,0,-306404.472660914
"1439",33,60,81,32262.692948038,0,-219737.307051962
"1440",28,60,71,25084.8662777387,0,-106915.133722261
"1441",38,60,98,41595.5273390858,0,-414404.472660914
"1442",31,60,73,29166.4308372293,0,-126833.569162771
"1443",31,60,69,29166.4308372293,0,-78833.5691627707
"1444",25,60,71,21586.579096464,0,-110413.420903536
"1445",28,60,67,25084.8662777387,0,-58915.1337222613
"1446",33,60,71,32262.692948038,0,-99737.307051962
"1447",27,60,86,23858.5741941828,0,-288141.425805817
"1448",36,60,73,37561.7922776187,0,-118438.207722381
"1449",30,60,88,27735.0538552814,0,-308264.946144719
"1450",26,60,90,22693.5934864521,0,-337306.406513548
"1451",37,60,82,39524.46598779,0,-224475.53401221
"1452",34,60,75,33936.5730090924,0,-146063.426990908
"1453",38,60,78,41595.5273390858,0,-174404.472660914
"1454",29,60,77,26375.7729182613,0,-177624.227081739
"1455",37,60,72,39524.46598779,0,-104475.53401221
"1456",38,60,86,41595.5273390858,0,-270404.472660914
"1457",34,60,87,33936.5730090924,0,-290063.426990908
"1458",30,60,59,27735.0538552814,1,27735.0538552814
"1459",37,60,70,39524.46598779,0,-80475.53401221
"1460",37,60,73,39524.46598779,0,-116475.53401221
"1461",33,60,62,32262.692948038,0,8262.69294803798
"1462",25,60,76,21586.579096464,0,-170413.420903536
"1463",32,60,69,30674.138324602,0,-77325.861675398
"1464",37,60,81,39524.46598779,0,-212475.53401221
"1465",36,60,88,37561.7922776187,0,-298438.207722381
"1466",36,60,87,37561.7922776187,0,-286438.207722381
"1467",36,60,87,37561.7922776187,0,-286438.207722381
"1468",27,60,83,23858.5741941828,0,-252141.425805817
"1469",32,60,84,30674.138324602,0,-257325.861675398
"1470",40,60,98,46090.6109814258,0,-409909.389018574
"1471",27,60,78,23858.5741941828,0,-192141.425805817
"1472",39,60,68,43781.6922550225,0,-52218.3077449775
"1473",34,60,83,33936.5730090924,0,-242063.426990908
"1474",35,60,79,35701.233109925,0,-192298.766890075
"1475",34,60,70,33936.5730090924,0,-86063.4269909076
"1476",38,60,75,41595.5273390858,0,-138404.472660914
"1477",27,60,87,23858.5741941828,0,-300141.425805817
"1478",35,60,82,35701.233109925,0,-228298.766890075
"1479",32,60,76,30674.138324602,0,-161325.861675398
"1480",29,60,75,26375.7729182613,0,-153624.227081739
"1481",34,60,69,33936.5730090924,0,-74063.4269909076
"1482",27,60,71,23858.5741941828,0,-108141.425805817
"1483",35,60,96,35701.233109925,0,-396298.766890075
"1484",33,60,88,32262.692948038,0,-303737.307051962
"1485",40,60,46,46090.6109814258,1,46090.6109814258
"1486",32,60,80,30674.138324602,0,-209325.861675398
"1487",32,60,80,30674.138324602,0,-209325.861675398
"1488",34,60,89,33936.5730090924,0,-314063.426990908
"1489",25,60,78,21586.579096464,0,-194413.420903536
"1490",26,60,95,22693.5934864521,0,-397306.406513548
"1491",37,60,61,39524.46598779,0,27524.46598779
"1492",27,60,88,23858.5741941828,0,-312141.425805817
"1493",35,60,37,35701.233109925,1,35701.233109925
"1494",40,60,75,46090.6109814258,0,-133909.389018574
"1495",35,60,82,35701.233109925,0,-228298.766890075
"1496",29,60,63,26375.7729182613,0,-9624.22708173865
"1497",40,60,77,46090.6109814258,0,-157909.389018574
"1498",38,60,81,41595.5273390858,0,-210404.472660914
"1499",33,60,74,32262.692948038,0,-135737.307051962
"1500",36,60,63,37561.7922776187,0,1561.79227761868
"1501",35,60,89,35701.233109925,0,-312298.766890075
"1502",36,60,65,37561.7922776187,0,-22438.2077223813
"1503",26,60,69,22693.5934864521,0,-85306.4065135479
"1504",33,60,86,32262.692948038,0,-279737.307051962
"1505",27,60,82,23858.5741941828,0,-240141.425805817
"1506",34,60,38,33936.5730090924,1,33936.5730090924
"1507",37,60,97,39524.46598779,0,-404475.53401221
"1508",31,60,80,29166.4308372293,0,-210833.569162771
"1509",29,60,79,26375.7729182613,0,-201624.227081739
"1510",32,60,51,30674.138324602,1,30674.138324602
"1511",25,60,58,21586.579096464,1,21586.579096464
"1512",33,60,47,32262.692948038,1,32262.692948038
"1513",37,60,91,39524.46598779,0,-332475.53401221
"1514",38,60,70,41595.5273390858,0,-78404.4726609142
"1515",30,60,49,27735.0538552814,1,27735.0538552814
"1516",40,60,83,46090.6109814258,0,-229909.389018574
"1517",30,60,95,27735.0538552814,0,-392264.946144719
"1518",35,60,64,35701.233109925,0,-12298.766890075
"1519",31,60,89,29166.4308372293,0,-318833.569162771
"1520",33,60,69,32262.692948038,0,-75737.307051962
"1521",37,60,71,39524.46598779,0,-92475.53401221
"1522",34,60,72,33936.5730090924,0,-110063.426990908
"1523",39,60,78,43781.6922550225,0,-172218.307744977
"1524",28,60,77,25084.8662777387,0,-178915.133722261
"1525",25,60,87,21586.579096464,0,-302413.420903536
"1526",28,60,38,25084.8662777387,1,25084.8662777387
"1527",37,60,85,39524.46598779,0,-260475.53401221
"1528",25,60,83,21586.579096464,0,-254413.420903536
"1529",31,60,74,29166.4308372293,0,-138833.569162771
"1530",27,60,83,23858.5741941828,0,-252141.425805817
"1531",35,60,83,35701.233109925,0,-240298.766890075
"1532",35,60,66,35701.233109925,0,-36298.766890075
"1533",31,60,31,29166.4308372293,1,29166.4308372293
"1534",40,60,96,46090.6109814258,0,-385909.389018574
"1535",32,60,74,30674.138324602,0,-137325.861675398
"1536",25,60,73,21586.579096464,0,-134413.420903536
"1537",38,60,47,41595.5273390858,1,41595.5273390858
"1538",38,60,88,41595.5273390858,0,-294404.472660914
"1539",29,60,88,26375.7729182613,0,-309624.227081739
"1540",40,60,54,46090.6109814258,1,46090.6109814258
"1541",27,60,87,23858.5741941828,0,-300141.425805817
"1542",40,60,64,46090.6109814258,0,-1909.38901857419
"1543",35,60,67,35701.233109925,0,-48298.766890075
"1544",34,60,92,33936.5730090924,0,-350063.426990908
"1545",35,60,41,35701.233109925,1,35701.233109925
"1546",35,60,71,35701.233109925,0,-96298.766890075
"1547",25,60,77,21586.579096464,0,-182413.420903536
"1548",34,60,60,33936.5730090924,1,33936.5730090924
"1549",29,60,77,26375.7729182613,0,-177624.227081739
"1550",30,60,77,27735.0538552814,0,-176264.946144719
"1551",36,60,83,37561.7922776187,0,-238438.207722381
"1552",38,60,82,41595.5273390858,0,-222404.472660914
"1553",37,60,84,39524.46598779,0,-248475.53401221
"1554",32,60,93,30674.138324602,0,-365325.861675398
"1555",31,60,80,29166.4308372293,0,-210833.569162771
"1556",35,60,70,35701.233109925,0,-84298.766890075
"1557",34,60,73,33936.5730090924,0,-122063.426990908
"1558",30,60,80,27735.0538552814,0,-212264.946144719
"1559",36,60,72,37561.7922776187,0,-106438.207722381
"1560",28,60,80,25084.8662777387,0,-214915.133722261
"1561",27,60,72,23858.5741941828,0,-120141.425805817
"1562",28,60,62,25084.8662777387,0,1084.86627773866
"1563",35,60,87,35701.233109925,0,-288298.766890075
"1564",27,60,82,23858.5741941828,0,-240141.425805817
"1565",33,60,86,32262.692948038,0,-279737.307051962
"1566",39,60,67,43781.6922550225,0,-40218.3077449775
"1567",33,60,82,32262.692948038,0,-231737.307051962
"1568",40,60,67,46090.6109814258,0,-37909.3890185742
"1569",29,60,78,26375.7729182613,0,-189624.227081739
"1570",31,60,84,29166.4308372293,0,-258833.569162771
"1571",31,60,53,29166.4308372293,1,29166.4308372293
"1572",28,60,77,25084.8662777387,0,-178915.133722261
"1573",34,60,68,33936.5730090924,0,-62063.4269909076
"1574",36,60,84,37561.7922776187,0,-250438.207722381
"1575",28,60,63,25084.8662777387,0,-10915.1337222613
"1576",36,60,75,37561.7922776187,0,-142438.207722381
"1577",30,60,84,27735.0538552814,0,-260264.946144719
"1578",34,60,87,33936.5730090924,0,-290063.426990908
"1579",37,60,78,39524.46598779,0,-176475.53401221
"1580",30,60,90,27735.0538552814,0,-332264.946144719
"1581",39,60,79,43781.6922550225,0,-184218.307744977
"1582",38,60,66,41595.5273390858,0,-30404.4726609142
"1583",40,60,66,46090.6109814258,0,-25909.3890185742
"1584",33,60,71,32262.692948038,0,-99737.307051962
"1585",27,60,71,23858.5741941828,0,-108141.425805817
"1586",38,60,88,41595.5273390858,0,-294404.472660914
"1587",32,60,56,30674.138324602,1,30674.138324602
"1588",39,60,43,43781.6922550225,1,43781.6922550225
"1589",28,60,63,25084.8662777387,0,-10915.1337222613
"1590",32,60,61,30674.138324602,0,18674.138324602
"1591",34,60,88,33936.5730090924,0,-302063.426990908
"1592",34,60,61,33936.5730090924,0,21936.5730090924
"1593",32,60,69,30674.138324602,0,-77325.861675398
"1594",30,60,89,27735.0538552814,0,-320264.946144719
"1595",36,60,83,37561.7922776187,0,-238438.207722381
"1596",36,60,89,37561.7922776187,0,-310438.207722381
"1597",39,60,82,43781.6922550225,0,-220218.307744977
"1598",31,60,82,29166.4308372293,0,-234833.569162771
"1599",26,60,70,22693.5934864521,0,-97306.4065135479
"1600",36,60,80,37561.7922776187,0,-202438.207722381
"1601",28,60,91,25084.8662777387,0,-346915.133722261
"1602",37,60,87,39524.46598779,0,-284475.53401221
"1603",39,60,74,43781.6922550225,0,-124218.307744977
"1604",25,60,78,21586.579096464,0,-194413.420903536
"1605",31,60,74,29166.4308372293,0,-138833.569162771
"1606",34,60,82,33936.5730090924,0,-230063.426990908
"1607",35,60,72,35701.233109925,0,-108298.766890075
"1608",33,60,77,32262.692948038,0,-171737.307051962
"1609",40,60,62,46090.6109814258,0,22090.6109814258
"1610",30,60,90,27735.0538552814,0,-332264.946144719
"1611",30,60,81,27735.0538552814,0,-224264.946144719
"1612",38,60,72,41595.5273390858,0,-102404.472660914
"1613",28,60,67,25084.8662777387,0,-58915.1337222613
"1614",38,60,92,41595.5273390858,0,-342404.472660914
"1615",33,60,91,32262.692948038,0,-339737.307051962
"1616",27,60,79,23858.5741941828,0,-204141.425805817
"1617",26,60,49,22693.5934864521,1,22693.5934864521
"1618",35,60,57,35701.233109925,1,35701.233109925
"1619",25,60,52,21586.579096464,1,21586.579096464
"1620",31,60,94,29166.4308372293,0,-378833.569162771
"1621",26,60,76,22693.5934864521,0,-169306.406513548
"1622",38,60,48,41595.5273390858,1,41595.5273390858
"1623",37,60,83,39524.46598779,0,-236475.53401221
"1624",38,60,79,41595.5273390858,0,-186404.472660914
"1625",33,60,83,32262.692948038,0,-243737.307051962
"1626",35,60,82,35701.233109925,0,-228298.766890075
"1627",29,60,83,26375.7729182613,0,-249624.227081739
"1628",39,60,91,43781.6922550225,0,-328218.307744977
"1629",26,60,98,22693.5934864521,0,-433306.406513548
"1630",32,60,71,30674.138324602,0,-101325.861675398
"1631",31,60,66,29166.4308372293,0,-42833.5691627707
"1632",32,60,74,30674.138324602,0,-137325.861675398
"1633",33,60,70,32262.692948038,0,-87737.307051962
"1634",35,60,73,35701.233109925,0,-120298.766890075
"1635",31,60,77,29166.4308372293,0,-174833.569162771
"1636",29,60,40,26375.7729182613,1,26375.7729182613
"1637",34,60,86,33936.5730090924,0,-278063.426990908
"1638",36,60,78,37561.7922776187,0,-178438.207722381
"1639",32,60,71,30674.138324602,0,-101325.861675398
"1640",30,60,74,27735.0538552814,0,-140264.946144719
"1641",37,60,77,39524.46598779,0,-164475.53401221
"1642",30,60,65,27735.0538552814,0,-32264.9461447186
"1643",31,60,81,29166.4308372293,0,-222833.569162771
"1644",37,60,84,39524.46598779,0,-248475.53401221
"1645",31,60,76,29166.4308372293,0,-162833.569162771
"1646",25,60,39,21586.579096464,1,21586.579096464
"1647",29,60,71,26375.7729182613,0,-105624.227081739
"1648",38,60,73,41595.5273390858,0,-114404.472660914
"1649",31,60,71,29166.4308372293,0,-102833.569162771
"1650",29,60,71,26375.7729182613,0,-105624.227081739
"1651",25,60,81,21586.579096464,0,-230413.420903536
"1652",26,60,66,22693.5934864521,0,-49306.4065135479
"1653",33,60,78,32262.692948038,0,-183737.307051962
"1654",28,60,82,25084.8662777387,0,-238915.133722261
"1655",30,60,64,27735.0538552814,0,-20264.9461447186
"1656",34,60,66,33936.5730090924,0,-38063.4269909076
"1657",34,60,85,33936.5730090924,0,-266063.426990908
"1658",38,60,56,41595.5273390858,1,41595.5273390858
"1659",38,60,88,41595.5273390858,0,-294404.472660914
"1660",29,60,86,26375.7729182613,0,-285624.227081739
"1661",40,60,91,46090.6109814258,0,-325909.389018574
"1662",30,60,86,27735.0538552814,0,-284264.946144719
"1663",38,60,40,41595.5273390858,1,41595.5273390858
"1664",36,60,79,37561.7922776187,0,-190438.207722381
"1665",36,60,60,37561.7922776187,1,37561.7922776187
"1666",30,60,77,27735.0538552814,0,-176264.946144719
"1667",34,60,71,33936.5730090924,0,-98063.4269909076
"1668",35,60,80,35701.233109925,0,-204298.766890075
"1669",27,60,82,23858.5741941828,0,-240141.425805817
"1670",28,60,73,25084.8662777387,0,-130915.133722261
"1671",35,60,79,35701.233109925,0,-192298.766890075
"1672",40,60,66,46090.6109814258,0,-25909.3890185742
"1673",30,60,85,27735.0538552814,0,-272264.946144719
"1674",26,60,99,22693.5934864521,0,-445306.406513548
"1675",28,60,93,25084.8662777387,0,-370915.133722261
"1676",27,60,81,23858.5741941828,0,-228141.425805817
"1677",37,60,52,39524.46598779,1,39524.46598779
"1678",40,60,85,46090.6109814258,0,-253909.389018574
"1679",34,60,80,33936.5730090924,0,-206063.426990908
"1680",34,60,64,33936.5730090924,0,-14063.4269909076
"1681",29,60,81,26375.7729182613,0,-225624.227081739
"1682",33,60,61,32262.692948038,0,20262.692948038
"1683",28,60,85,25084.8662777387,0,-274915.133722261
"1684",27,60,63,23858.5741941828,0,-12141.4258058172
"1685",29,60,84,26375.7729182613,0,-261624.227081739
"1686",30,60,69,27735.0538552814,0,-80264.9461447186
"1687",25,60,80,21586.579096464,0,-218413.420903536
"1688",27,60,93,23858.5741941828,0,-372141.425805817
"1689",40,60,67,46090.6109814258,0,-37909.3890185742
"1690",30,60,80,27735.0538552814,0,-212264.946144719
"1691",26,60,71,22693.5934864521,0,-109306.406513548
"1692",40,60,73,46090.6109814258,0,-109909.389018574
"1693",36,60,69,37561.7922776187,0,-70438.2077223813
"1694",35,60,70,35701.233109925,0,-84298.766890075
"1695",25,60,91,21586.579096464,0,-350413.420903536
"1696",30,60,50,27735.0538552814,1,27735.0538552814
"1697",27,60,95,23858.5741941828,0,-396141.425805817
"1698",35,60,68,35701.233109925,0,-60298.766890075
"1699",39,60,65,43781.6922550225,0,-16218.3077449775
"1700",35,60,91,35701.233109925,0,-336298.766890075
"1701",29,60,81,26375.7729182613,0,-225624.227081739
"1702",35,60,83,35701.233109925,0,-240298.766890075
"1703",32,60,98,30674.138324602,0,-425325.861675398
"1704",38,60,74,41595.5273390858,0,-126404.472660914
"1705",31,60,80,29166.4308372293,0,-210833.569162771
"1706",39,60,74,43781.6922550225,0,-124218.307744977
"1707",32,60,43,30674.138324602,1,30674.138324602
"1708",25,60,88,21586.579096464,0,-314413.420903536
"1709",34,60,79,33936.5730090924,0,-194063.426990908
"1710",30,60,72,27735.0538552814,0,-116264.946144719
"1711",40,60,57,46090.6109814258,1,46090.6109814258
"1712",40,60,92,46090.6109814258,0,-337909.389018574
"1713",38,60,84,41595.5273390858,0,-246404.472660914
"1714",33,60,83,32262.692948038,0,-243737.307051962
"1715",33,60,81,32262.692948038,0,-219737.307051962
"1716",35,60,61,35701.233109925,0,23701.233109925
"1717",31,60,74,29166.4308372293,0,-138833.569162771
"1718",39,60,85,43781.6922550225,0,-256218.307744977
"1719",29,60,84,26375.7729182613,0,-261624.227081739
"1720",30,60,88,27735.0538552814,0,-308264.946144719
"1721",39,60,84,43781.6922550225,0,-244218.307744977
"1722",28,60,86,25084.8662777387,0,-286915.133722261
"1723",34,60,43,33936.5730090924,1,33936.5730090924
"1724",40,60,75,46090.6109814258,0,-133909.389018574
"1725",38,60,68,41595.5273390858,0,-54404.4726609142
"1726",38,60,80,41595.5273390858,0,-198404.472660914
"1727",29,60,56,26375.7729182613,1,26375.7729182613
"1728",29,60,76,26375.7729182613,0,-165624.227081739
"1729",31,60,63,29166.4308372293,0,-6833.56916277073
"1730",27,60,88,23858.5741941828,0,-312141.425805817
"1731",35,60,75,35701.233109925,0,-144298.766890075
"1732",37,60,78,39524.46598779,0,-176475.53401221
"1733",30,60,70,27735.0538552814,0,-92264.9461447186
"1734",30,60,66,27735.0538552814,0,-44264.9461447186
"1735",26,60,58,22693.5934864521,1,22693.5934864521
"1736",34,60,58,33936.5730090924,1,33936.5730090924
"1737",37,60,42,39524.46598779,1,39524.46598779
"1738",40,60,84,46090.6109814258,0,-241909.389018574
"1739",32,60,76,30674.138324602,0,-161325.861675398
"1740",31,60,98,29166.4308372293,0,-426833.569162771
"1741",40,60,67,46090.6109814258,0,-37909.3890185742
"1742",31,60,80,29166.4308372293,0,-210833.569162771
"1743",29,60,69,26375.7729182613,0,-81624.2270817386
"1744",34,60,84,33936.5730090924,0,-254063.426990908
"1745",31,60,83,29166.4308372293,0,-246833.569162771
"1746",26,60,80,22693.5934864521,0,-217306.406513548
"1747",29,60,33,26375.7729182613,1,26375.7729182613
"1748",37,60,87,39524.46598779,0,-284475.53401221
"1749",28,60,80,25084.8662777387,0,-214915.133722261
"1750",28,60,91,25084.8662777387,0,-346915.133722261
"1751",29,60,78,26375.7729182613,0,-189624.227081739
"1752",29,60,79,26375.7729182613,0,-201624.227081739
"1753",25,60,90,21586.579096464,0,-338413.420903536
"1754",29,60,79,26375.7729182613,0,-201624.227081739
"1755",29,60,78,26375.7729182613,0,-189624.227081739
"1756",28,60,49,25084.8662777387,1,25084.8662777387
"1757",32,60,95,30674.138324602,0,-389325.861675398
"1758",30,60,81,27735.0538552814,0,-224264.946144719
"1759",28,60,65,25084.8662777387,0,-34915.1337222613
"1760",34,60,74,33936.5730090924,0,-134063.426990908
"1761",32,60,85,30674.138324602,0,-269325.861675398
"1762",37,60,61,39524.46598779,0,27524.46598779
"1763",31,60,52,29166.4308372293,1,29166.4308372293
"1764",31,60,80,29166.4308372293,0,-210833.569162771
"1765",33,60,75,32262.692948038,0,-147737.307051962
"1766",33,60,40,32262.692948038,1,32262.692948038
"1767",32,60,68,30674.138324602,0,-65325.861675398
"1768",38,60,82,41595.5273390858,0,-222404.472660914
"1769",29,60,84,26375.7729182613,0,-261624.227081739
"1770",38,60,47,41595.5273390858,1,41595.5273390858
"1771",35,60,90,35701.233109925,0,-324298.766890075
"1772",27,60,82,23858.5741941828,0,-240141.425805817
"1773",26,60,75,22693.5934864521,0,-157306.406513548
"1774",25,60,69,21586.579096464,0,-86413.420903536
"1775",40,60,76,46090.6109814258,0,-145909.389018574
"1776",27,60,63,23858.5741941828,0,-12141.4258058172
"1777",36,60,80,37561.7922776187,0,-202438.207722381
"1778",40,60,79,46090.6109814258,0,-181909.389018574
"1779",34,60,59,33936.5730090924,1,33936.5730090924
"1780",28,60,71,25084.8662777387,0,-106915.133722261
"1781",32,60,70,30674.138324602,0,-89325.861675398
"1782",25,60,85,21586.579096464,0,-278413.420903536
"1783",25,60,67,21586.579096464,0,-62413.420903536
"1784",40,60,79,46090.6109814258,0,-181909.389018574
"1785",36,60,83,37561.7922776187,0,-238438.207722381
"1786",34,60,84,33936.5730090924,0,-254063.426990908
"1787",40,60,54,46090.6109814258,1,46090.6109814258
"1788",32,60,99,30674.138324602,0,-437325.861675398
"1789",31,60,89,29166.4308372293,0,-318833.569162771
"1790",37,60,98,39524.46598779,0,-416475.53401221
"1791",33,60,91,32262.692948038,0,-339737.307051962
"1792",36,60,64,37561.7922776187,0,-10438.2077223813
"1793",36,60,88,37561.7922776187,0,-298438.207722381
"1794",38,60,88,41595.5273390858,0,-294404.472660914
"1795",36,60,81,37561.7922776187,0,-214438.207722381
"1796",38,60,63,41595.5273390858,0,5595.52733908576
"1797",25,60,54,21586.579096464,1,21586.579096464
"1798",36,60,87,37561.7922776187,0,-286438.207722381
"1799",36,60,79,37561.7922776187,0,-190438.207722381
"1800",29,60,61,26375.7729182613,0,14375.7729182613
"1801",36,60,77,37561.7922776187,0,-166438.207722381
"1802",40,60,77,46090.6109814258,0,-157909.389018574
"1803",39,60,95,43781.6922550225,0,-376218.307744977
"1804",25,60,72,21586.579096464,0,-122413.420903536
"1805",38,60,82,41595.5273390858,0,-222404.472660914
"1806",34,60,95,33936.5730090924,0,-386063.426990908
"1807",38,60,69,41595.5273390858,0,-66404.4726609142
"1808",25,60,53,21586.579096464,1,21586.579096464
"1809",25,60,62,21586.579096464,0,-2413.42090353601
"1810",39,60,78,43781.6922550225,0,-172218.307744977
"1811",25,60,40,21586.579096464,1,21586.579096464
"1812",38,60,71,41595.5273390858,0,-90404.4726609142
"1813",26,60,34,22693.5934864521,1,22693.5934864521
"1814",26,60,51,22693.5934864521,1,22693.5934864521
"1815",34,60,74,33936.5730090924,0,-134063.426990908
"1816",31,60,72,29166.4308372293,0,-114833.569162771
"1817",27,60,74,23858.5741941828,0,-144141.425805817
"1818",29,60,84,26375.7729182613,0,-261624.227081739
"1819",29,60,98,26375.7729182613,0,-429624.227081739
"1820",31,60,84,29166.4308372293,0,-258833.569162771
"1821",31,60,90,29166.4308372293,0,-330833.569162771
"1822",35,60,73,35701.233109925,0,-120298.766890075
"1823",33,60,88,32262.692948038,0,-303737.307051962
"1824",39,60,89,43781.6922550225,0,-304218.307744977
"1825",36,60,71,37561.7922776187,0,-94438.2077223813
"1826",25,60,71,21586.579096464,0,-110413.420903536
"1827",36,60,77,37561.7922776187,0,-166438.207722381
"1828",29,60,72,26375.7729182613,0,-117624.227081739
"1829",26,60,77,22693.5934864521,0,-181306.406513548
"1830",38,60,86,41595.5273390858,0,-270404.472660914
"1831",25,60,90,21586.579096464,0,-338413.420903536
"1832",34,60,87,33936.5730090924,0,-290063.426990908
"1833",27,60,85,23858.5741941828,0,-276141.425805817
"1834",40,60,72,46090.6109814258,0,-97909.3890185742
"1835",33,60,46,32262.692948038,1,32262.692948038
"1836",34,60,66,33936.5730090924,0,-38063.4269909076
"1837",30,60,85,27735.0538552814,0,-272264.946144719
"1838",28,60,90,25084.8662777387,0,-334915.133722261
"1839",27,60,85,23858.5741941828,0,-276141.425805817
"1840",31,60,81,29166.4308372293,0,-222833.569162771
"1841",36,60,85,37561.7922776187,0,-262438.207722381
"1842",34,60,87,33936.5730090924,0,-290063.426990908
"1843",32,60,71,30674.138324602,0,-101325.861675398
"1844",29,60,65,26375.7729182613,0,-33624.2270817387
"1845",34,60,73,33936.5730090924,0,-122063.426990908
"1846",39,60,55,43781.6922550225,1,43781.6922550225
"1847",25,60,85,21586.579096464,0,-278413.420903536
"1848",35,60,83,35701.233109925,0,-240298.766890075
"1849",32,60,78,30674.138324602,0,-185325.861675398
"1850",28,60,58,25084.8662777387,1,25084.8662777387
"1851",32,60,77,30674.138324602,0,-173325.861675398
"1852",35,60,65,35701.233109925,0,-24298.766890075
"1853",37,60,37,39524.46598779,1,39524.46598779
"1854",30,60,98,27735.0538552814,0,-428264.946144719
"1855",35,60,77,35701.233109925,0,-168298.766890075
"1856",31,60,79,29166.4308372293,0,-198833.569162771
"1857",36,60,82,37561.7922776187,0,-226438.207722381
"1858",32,60,74,30674.138324602,0,-137325.861675398
"1859",37,60,54,39524.46598779,1,39524.46598779
"1860",29,60,88,26375.7729182613,0,-309624.227081739
"1861",32,60,79,30674.138324602,0,-197325.861675398
"1862",28,60,76,25084.8662777387,0,-166915.133722261
"1863",29,60,53,26375.7729182613,1,26375.7729182613
"1864",37,60,77,39524.46598779,0,-164475.53401221
"1865",38,60,78,41595.5273390858,0,-174404.472660914
"1866",37,60,70,39524.46598779,0,-80475.53401221
"1867",29,60,83,26375.7729182613,0,-249624.227081739
"1868",34,60,73,33936.5730090924,0,-122063.426990908
"1869",30,60,86,27735.0538552814,0,-284264.946144719
"1870",33,60,89,32262.692948038,0,-315737.307051962
"1871",33,60,85,32262.692948038,0,-267737.307051962
"1872",30,60,76,27735.0538552814,0,-164264.946144719
"1873",39,60,74,43781.6922550225,0,-124218.307744977
"1874",27,60,90,23858.5741941828,0,-336141.425805817
"1875",40,60,41,46090.6109814258,1,46090.6109814258
"1876",30,60,69,27735.0538552814,0,-80264.9461447186
"1877",28,60,78,25084.8662777387,0,-190915.133722261
"1878",37,60,79,39524.46598779,0,-188475.53401221
"1879",33,60,86,32262.692948038,0,-279737.307051962
"1880",33,60,87,32262.692948038,0,-291737.307051962
"1881",29,60,93,26375.7729182613,0,-369624.227081739
"1882",40,60,91,46090.6109814258,0,-325909.389018574
"1883",38,60,80,41595.5273390858,0,-198404.472660914
"1884",37,60,91,39524.46598779,0,-332475.53401221
"1885",25,60,43,21586.579096464,1,21586.579096464
"1886",35,60,76,35701.233109925,0,-156298.766890075
"1887",38,60,75,41595.5273390858,0,-138404.472660914
"1888",34,60,81,33936.5730090924,0,-218063.426990908
"1889",28,60,70,25084.8662777387,0,-94915.1337222614
"1890",34,60,92,33936.5730090924,0,-350063.426990908
"1891",40,60,65,46090.6109814258,0,-13909.3890185742
"1892",34,60,80,33936.5730090924,0,-206063.426990908
"1893",26,60,90,22693.5934864521,0,-337306.406513548
"1894",38,60,91,41595.5273390858,0,-330404.472660914
"1895",31,60,90,29166.4308372293,0,-330833.569162771
